"Str Student","Restriction","Start Date","End Date","Class","Credits - Current Registered Credits + Completed Credits","Credits - Completed Credits Undergrad ONLY","Active Programs","Student Restrictions Id"
"1235926","INS21","2021-04-08","2021-05-13","ALUM","120.00","120.00","","264994"
"1235937","INS21","2021-04-08","2021-05-13","SO","57.00","57.00","","264995"
"1235938","INS21","2021-04-08","","SO","54.00","54.00","","264996"
"1235945","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","264997"
"1235959","INS21","2021-04-08","2021-08-25","SO","54.00","54.00","","264998"
"1235962","INS21","2021-04-08","2021-05-03","JR","78.00","78.00","","264999"
"1235971","INS21","2021-04-08","2021-04-13","SR","116.00","116.00","","265000"
"1235980","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","265001"
"1235991","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265002"
"1235992","INS21","2021-04-08","2021-04-18","ALUM","120.00","120.00","","265003"
"1236001","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265004"
"1236047","INS21","2021-04-08","2021-04-19","ALUM","120.00","120.00","","265005"
"1236072","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265006"
"1236073","INS21","2021-04-08","2021-08-24","ALUM","124.00","124.00","","265007"
"1236086","INS21","2021-04-08","2021-04-20","ALUM","126.00","126.00","","265008"
"1236091","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265009"
"1236103","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265010"
"1236110","INS21","2021-04-08","2021-04-18","SO","58.00","58.00","","265011"
"1236113","INS21","2021-04-08","2021-04-18","ALUM","120.00","120.00","","265012"
"1236141","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","265013"
"1236161","INS21","2021-04-08","2021-04-13","JR","63.00","63.00","","265014"
"1236184","INS21","2021-04-08","2021-04-19","SR","111.00","111.00","","265015"
"1236186","INS21","2021-04-08","2021-04-12","SO","48.00","48.00","","265016"
"1236219","INS21","2021-04-08","2021-04-18","ALUM","122.00","122.00","","265017"
"1236232","INS21","2021-04-08","2021-04-25","ALUM","145.00","145.00","","265018"
"1236258","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265019"
"1236275","INS21","2021-04-08","2021-04-11","JR","90.00","90.00","","265020"
"1236278","INS21","2021-04-08","","FY","10.00","10.00","","265021"
"1236283","INS21","2021-04-08","2021-06-28","SO","51.00","51.00","","265022"
"1236288","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","265023"
"1236289","INS21","2021-04-08","2021-09-01","ALUM","120.00","120.00","","265024"
"1236302","INS21","2021-04-08","","SO","57.00","57.00","","265025"
"1236305","INS21","2021-04-08","2021-10-28","ALUM","123.00","123.00","","265026"
"1236320","INS21","2021-04-08","2021-04-12","ALUM","126.00","126.00","","265027"
"1236772","INS21","2021-04-08","2024-04-08","JR","72.00","72.00","","265028"
"1236971","INS21","2021-04-08","2021-04-25","JR","67.00","67.00","","265029"
"1237015","INS21","2021-04-08","2021-04-11","ALUM","124.00","124.00","","265030"
"1237016","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","265031"
"1237293","INS21","2021-04-08","2021-08-29","ALUM","120.00","120.00","","265032"
"1237344","INS21","2021-04-08","2021-04-25","ALUM","126.00","126.00","","265033"
"1237373","INS21","2021-04-08","2021-04-08","ALUM","125.00","125.00","","265034"
"1237506","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265035"
"1237532","INS21","2021-04-08","2021-04-11","ALUM","124.00","124.00","","265036"
"1237709","INS21","2021-04-08","2021-04-12","ALUM","126.00","126.00","","265037"
"1237908","INS21","2021-04-08","2021-04-11","ALUM","134.00","134.00","","265038"
"1238291","INS21","2021-04-08","2021-04-14","ALUM","121.00","121.00","","265039"
"1238406","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265040"
"1238970","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","265041"
"1239389","INS21","2021-04-08","2021-04-08","FY","24.00","24.00","","265042"
"1239590","INS21","2021-04-08","2021-04-11","ALUM","149.00","149.00","","265043"
"1239631","INS21","2021-04-08","2021-04-22","ALUM","123.00","123.00","","265044"
"1239643","INS21","2021-04-08","","FY","27.00","27.00","","265045"
"1239648","INS21","2021-04-08","2021-06-24","ALUM","123.00","123.00","","265046"
"1239651","INS21","2021-04-08","2021-04-19","ALUM","123.00","123.00","","265047"
"1239811","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","265048"
"1239895","INS21","2021-04-08","2021-04-22","SO","30.00","30.00","","265049"
"1239936","INS21","2021-04-08","2021-04-26","ALUM","120.00","120.00","","265050"
"1240478","INS21","2021-04-08","2021-04-11","SO","42.00","42.00","","265051"
"1240480","INS21","2021-04-08","2021-04-20","SO","34.00","34.00","","265052"
"1240528","INS21","2021-04-08","2022-03-10","FY","9.00","9.00","","265053"
"1240558","INS21","2021-04-08","","JR","74.00","74.00","","265054"
"1240565","INS21","2021-04-08","2021-11-11","SO","33.00","33.00","","265055"
"1240592","INS21","2021-04-08","2021-04-08","SO","50.00","50.00","","265056"
"1240698","INS21","2021-04-08","2021-04-12","SO","31.00","31.00","","265057"
"1240714","INS21","2021-04-08","2021-04-11","SO","33.00","33.00","","265058"
"1240830","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","265059"
"1240887","INS21","2021-04-08","2021-04-11","SO","30.00","30.00","","265060"
"1240925","INS21","2021-04-08","","FY","15.00","15.00","","265061"
"1240933","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265062"
"1240961","INS21","2021-04-08","2021-04-20","ALUM","123.00","123.00","","265063"
"1240973","INS21","2021-04-08","2021-04-09","ALUM","120.00","120.00","","265064"
"1240994","INS21","2021-04-08","2021-04-28","SO","30.00","30.00","","265065"
"1241014","INS21","2021-04-08","","SO","30.00","30.00","","265066"
"1241015","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","265067"
"1241038","INS21","2021-04-08","2021-04-18","ALUM","126.00","126.00","","265068"
"1241040","INS21","2021-04-08","2021-04-14","ALUM","132.00","132.00","","265069"
"1241058","INS21","2021-04-08","","FY","0.00","0.00","","265070"
"1241081","INS21","2021-04-08","2021-04-19","JR","82.00","82.00","","265071"
"1241089","INS21","2021-04-08","2021-06-24","ALUM","127.00","127.00","","265072"
"1241158","INS21","2021-04-08","2021-04-25","JR","87.00","87.00","","265073"
"1241197","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","265074"
"1241285","INS21","2021-04-08","2021-05-24","ALUM","121.00","121.00","","265075"
"1241305","INS21","2021-04-08","2021-04-27","ALUM","120.00","120.00","","265076"
"1241342","INS21","2021-04-08","2021-04-21","JR","98.00","90.00","GPMG.BS","265077"
"1241380","INS21","2021-04-08","2021-04-08","FY","6.00","6.00","","265078"
"1241393","INS21","2021-04-08","2021-05-23","ALUM","123.00","123.00","","265079"
"1241402","INS21","2021-04-08","2021-04-19","ALUM","126.00","126.00","","265080"
"1241409","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265081"
"1241411","INS21","2021-04-08","2021-04-21","FY","24.00","24.00","","265082"
"1241412","INS21","2021-04-08","","SO","34.00","34.00","","265083"
"1241416","INS21","2021-04-08","2021-04-08","ALUM","129.00","129.00","","265084"
"1241420","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265085"
"1241421","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","265086"
"1241461","INS21","2021-04-08","2021-04-18","SO","51.00","51.00","","265087"
"1241472","INS21","2021-04-08","2021-04-18","JR","82.00","82.00","","265088"
"1241524","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","265089"
"1241532","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","265090"
"1241536","INS21","2021-04-08","","FY","9.00","9.00","","265091"
"1241540","INS21","2021-04-08","","FY","9.00","9.00","","265092"
"1241580","INS21","2021-04-08","2021-12-16","SO","48.00","48.00","","265093"
"1241596","INS21","2021-04-08","","FY","0.00","0.00","","265094"
"1241659","INS21","2021-04-08","2022-07-28","FY","3.00","3.00","","265095"
"1241695","INS21","2021-04-08","","FY","0.00","0.00","","265096"
"1241702","INS21","2021-04-08","2021-05-12","ALUM","120.00","120.00","","265097"
"1241718","INS21","2021-04-08","","FY","22.00","22.00","","265098"
"1241743","INS21","2021-04-08","","SO","35.00","35.00","","265099"
"1241761","INS21","2021-04-08","","FY","12.00","12.00","","265100"
"1241778","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","265101"
"1241779","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","265102"
"1241788","INS21","2021-04-08","2021-04-08","SR","123.00","112.00","CREM.BFA","265103"
"1242041","INS21","2021-04-08","2021-04-09","ALUM","120.00","120.00","","265104"
"1242051","INS21","2021-04-08","","SO","30.00","30.00","","265105"
"1242112","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","265106"
"1242137","INS21","2021-04-08","2021-04-25","ALUM","120.00","120.00","","265107"
"1242345","INS21","2021-04-08","2021-04-28","JR","87.00","87.00","","265108"
"1242347","INS21","2021-04-08","2021-04-11","ALUM","123.00","123.00","","265109"
"1242443","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265110"
"1242487","INS21","2021-04-08","","FY","12.00","12.00","","265111"
"1242490","INS21","2021-04-08","2021-12-01","FY","0.00","0.00","","265112"
"1242497","INS21","2021-04-08","","FY","24.00","24.00","","265113"
"1242518","INS21","2021-04-08","2021-04-09","SO","68.00","68.00","","265114"
"1242519","INS21","2021-04-08","2021-04-12","SO","55.00","55.00","","265115"
"1242547","INS21","2021-04-08","2021-04-09","ALUM","120.00","120.00","","265116"
"1242556","INS21","2021-04-08","2021-04-22","FY","24.00","24.00","","265117"
"1242588","INS21","2021-04-08","2021-05-05","SO","46.00","46.00","","265118"
"1242607","INS21","2021-04-08","2021-04-08","JR","71.00","71.00","","265119"
"1242707","INS21","2021-04-08","2021-04-20","ALUM","122.00","122.00","","265120"
"1242723","INS21","2021-04-08","2021-05-03","ALUM","120.00","120.00","","265121"
"1242759","INS21","2021-04-08","2021-04-22","ALUM","123.00","123.00","","265122"
"1242790","INS21","2021-04-08","","FY","24.00","24.00","","265123"
"1242797","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265124"
"1242834","INS21","2021-04-08","2021-04-19","SO","42.00","42.00","","265125"
"1242839","INS21","2021-04-08","2021-04-08","FY","9.00","9.00","","265126"
"1242852","INS21","2021-04-08","2021-04-22","FY","25.00","25.00","","265127"
"1242868","INS21","2021-04-08","","FY","6.00","6.00","","265128"
"1242884","INS21","2021-04-08","2021-04-22","SO","32.00","32.00","","265129"
"1242899","INS21","2021-04-08","2021-04-19","FY","27.00","27.00","","265130"
"1242915","INS21","2021-04-08","","FY","6.00","6.00","","265131"
"1242960","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265132"
"1243057","INS21","2021-04-08","2021-04-22","ALUM","121.00","121.00","","265133"
"1243102","INS21","2021-04-08","","FY","24.00","24.00","","265134"
"1243110","INS21","2021-04-08","2021-05-07","JR","60.00","60.00","","265135"
"1243170","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265136"
"1243263","INS21","2021-04-08","2021-04-14","SO","31.00","31.00","","265137"
"1243267","INS21","2021-04-08","2021-05-01","SO","42.00","42.00","","265138"
"1243275","INS21","2021-04-08","2022-03-10","FY","13.00","13.00","","265139"
"1243287","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","265140"
"1243301","INS21","2021-04-08","2021-04-08","SR","114.00","114.00","","265141"
"1243319","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","265142"
"1243416","INS21","2021-04-08","","FY","12.00","12.00","","265143"
"1243444","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265144"
"1243474","INS21","2021-04-08","","SO","57.00","57.00","","265145"
"1243486","INS21","2021-04-08","2021-04-09","SR","103.00","103.00","","265146"
"1243493","INS21","2021-04-08","","SO","31.00","31.00","","265147"
"1243504","INS21","2021-04-08","2021-06-08","ALUM","120.00","120.00","","265148"
"1243507","INS21","2021-04-08","2021-12-07","ALUM","123.00","123.00","","265149"
"1243519","INS21","2021-04-08","","FY","0.00","0.00","","265150"
"1243529","INS21","2021-04-08","2021-04-18","FY","40.00","40.00","","265151"
"1243543","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265152"
"1243559","INS21","2021-04-08","2021-04-14","JR","69.00","69.00","","265153"
"1243560","INS21","2021-04-08","2021-04-18","ALUM","120.00","120.00","","265154"
"1243564","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265155"
"1243565","INS21","2021-04-08","2021-08-12","FY","3.00","3.00","","265156"
"1243572","INS21","2021-04-08","","FY","10.00","10.00","","265157"
"1243578","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265158"
"1243611","INS21","2021-04-08","2021-04-11","SO","39.00","39.00","","265159"
"1243613","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","265160"
"1243615","INS21","2021-04-08","2021-04-22","SO","60.00","60.00","","265161"
"1243647","INS21","2021-04-08","2021-04-08","ALUM","127.00","127.00","","265162"
"1243684","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","265163"
"1243685","INS21","2021-04-08","2021-04-09","SO","52.00","52.00","","265164"
"1243692","INS21","2021-04-08","2021-04-25","FY","6.00","6.00","","265165"
"1243702","INS21","2021-04-08","","FY","18.00","18.00","","265166"
"1243715","INS21","2021-04-08","","FY","18.00","18.00","","265167"
"1268489","INS23","2022-10-02","2022-10-17","FY","0.00","0.00","","291233"
"1243717","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","265168"
"1243740","INS21","2021-04-08","","FY","0.00","0.00","","265169"
"1243771","INS21","2021-04-08","2021-08-24","FY","24.00","24.00","","265170"
"1243787","INS21","2021-04-08","","FY","3.00","3.00","","265171"
"1243795","INS21","2021-04-08","2021-04-12","ALUM","141.00","141.00","","265172"
"1243884","INS21","2021-04-08","","FY","21.00","21.00","","265173"
"1243907","INS21","2021-04-08","2021-04-08","ALUM","135.00","135.00","","265174"
"1243946","INS21","2021-04-08","2022-08-30","FY","9.00","9.00","","265175"
"1243955","INS21","2021-04-08","2021-08-17","ALUM","120.00","120.00","","265176"
"1243958","INS21","2021-04-08","","FY","0.00","0.00","","265177"
"1243994","INS21","2021-04-08","2021-08-25","ALUM","121.00","121.00","","265178"
"1243995","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","265179"
"1244000","INS21","2021-04-08","2021-04-08","SO","43.00","43.00","","265180"
"1244024","INS21","2021-04-08","2021-04-19","ALUM","121.00","121.00","","265181"
"1244037","INS21","2021-04-08","2021-04-08","ALUM","139.00","139.00","","265182"
"1244043","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265183"
"1244072","INS21","2021-04-08","2021-05-11","ALUM","120.00","120.00","","265184"
"1244091","INS21","2021-04-08","2021-04-13","ALUM","126.00","126.00","","265185"
"1244257","INS21","2021-04-08","","FY","24.00","24.00","","265186"
"1244309","INS21","2021-04-08","","FY","0.00","0.00","","265187"
"1244344","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","265188"
"1244347","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","265189"
"1244378","INS21","2021-04-08","2021-07-01","SR","117.00","117.00","","265190"
"1244452","INS21","2021-04-08","2021-04-08","ALUM","124.00","124.00","","265191"
"1244464","INS21","2021-04-08","","FY","6.00","6.00","","265192"
"1244604","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","265193"
"1244621","INS21","2021-04-08","2021-10-06","FY","12.00","12.00","","265194"
"1244635","INS21","2021-04-08","","FY","0.00","0.00","","265195"
"1244699","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","265196"
"1244831","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","265197"
"1245070","INS21","2021-04-08","","SO","32.00","32.00","","265198"
"1245107","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","265199"
"1245177","INS21","2021-04-08","2021-08-02","ALUM","140.00","128.00","BUSA.MBA, HR.MGMT.CED.CERT","265200"
"1245193","INS21","2021-04-08","","JR","61.00","61.00","","265201"
"1245205","INS21","2021-04-08","2021-04-19","JR","61.00","61.00","","265202"
"1245274","INS21","2021-04-08","2021-04-08","ALUM","146.00","146.00","","265203"
"1245440","INS21","2021-04-08","2021-04-08","SO","42.00","42.00","","265204"
"1246161","INS21","2021-04-08","","FY","31.00","31.00","","265205"
"1246323","INS21","2021-04-08","2021-04-14","FY","27.00","27.00","","265206"
"1246698","INS21","2021-04-08","2021-04-09","ALUM","121.00","121.00","","265207"
"1246701","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","265208"
"1241576","INS21","2021-04-08","2021-04-15","ALUM","121.00","121.00","","265209"
"1234839","INS21","2021-04-08","2021-04-08","ALUM","124.00","124.00","","265210"
"1228643","INS21","2021-04-08","2021-04-12","SR","101.00","101.00","","265211"
"0835131","INS24","2024-02-23","2024-03-06","ALUM","135.00","135.00","","319258"
"0885837","INS24","2024-02-23","2024-02-26","JR","94.00","78.00","CSIN.BS","319259"
"0885964","INS24","2024-02-23","2024-10-23","ALUM","120.00","120.00","","319260"
"1029135","INS24","2024-02-23","2024-02-25","ALUM","138.00","138.00","","319261"
"1036317","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319262"
"1041048","INS24","2024-02-23","2024-03-27","SR","120.00","108.00","EDUC.BS","319263"
"1064572","INS24","2024-02-23","2024-02-26","SR","141.00","126.00","INPS.BS","319264"
"1081483","INS24","2024-02-23","2024-02-28","SR","120.00","111.00","GPRO.BS","319265"
"1130310","INS24","2024-02-23","2024-03-18","ALUM","120.00","120.00","","319266"
"1184724","INS24","2024-02-23","2024-03-06","SR","117.00","112.00","CREM.BFA","319267"
"1190243","INS24","2024-02-23","2024-10-23","JR","60.00","60.00","","319268"
"1197604","INS24","2024-02-23","2024-02-29","ALUM","129.00","129.00","","319269"
"1201195","INS24","2024-02-23","2024-03-03","ALUM","120.00","120.00","","319270"
"1218788","INS24","2024-02-23","2024-02-27","ALUM","126.00","126.00","","319271"
"1220231","INS24","2024-02-23","2024-10-23","ALUM","120.00","120.00","","319272"
"1234283","INS24","2024-02-23","2025-05-13","SR","91.00","91.00","CSCI.CED.BS","319273"
"1239630","INS24","2024-02-23","2024-03-24","ALUM","120.00","120.00","","319274"
"1240009","INS24","2024-02-23","2024-03-01","ALUM","122.00","122.00","","319275"
"1240386","INS24","2024-02-23","2024-03-20","ALUM","125.00","125.00","","319276"
"1241402","INS24","2024-02-23","2024-03-24","ALUM","126.00","126.00","","319277"
"1241415","INS24","2024-02-23","2024-03-19","ALUM","120.00","120.00","","319278"
"1241429","INS24","2024-02-23","","JR","82.00","82.00","","319279"
"1242129","INS24","2024-02-23","2024-08-29","JR","91.00","76.00","GPMG.BS","319280"
"1242712","INS24","2024-02-23","2024-10-23","SR","121.00","107.00","CREM.BFA","319281"
"1243038","INS24","2024-02-23","2024-02-23","ALUM","123.00","123.00","","319282"
"1243059","INS24","2024-02-23","2024-03-17","ALUM","120.00","120.00","","319283"
"1243110","INS24","2024-02-23","2024-03-27","JR","60.00","60.00","","319284"
"1243318","INS24","2024-02-23","2024-03-06","ALUM","123.00","123.00","","319285"
"1243507","INS24","2024-02-23","2024-03-06","ALUM","123.00","123.00","","319286"
"1243518","INS24","2024-02-23","2024-10-23","JR","114.00","97.00","GMRT.BS","319287"
"1243546","INS24","2024-02-23","2024-03-01","SR","129.00","115.00","GDES.BS","319288"
"1243589","INS24","2024-02-23","2024-02-23","JR","90.00","78.00","VCDS.BFA","319289"
"1243699","INS24","2024-02-23","2024-08-25","SR","120.00","106.00","BUSI.BSBA","319290"
"1244009","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319291"
"1244063","INS24","2024-02-23","2024-02-28","SR","121.00","113.00","MATH.BS","319292"
"1246168","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319293"
"1246747","INS24","2024-02-23","2024-03-03","JR","91.00","75.00","GDES.BS","319294"
"1247428","INS24","2024-02-23","2024-02-28","ALUM","126.00","126.00","","319295"
"1247470","INS24","2024-02-23","2024-02-27","ALUM","120.00","120.00","","319296"
"1247657","INS24","2024-02-23","2024-03-26","SR","121.00","109.00","CRCJ.BS","319297"
"1247838","INS24","2024-02-23","2024-03-01","ALUM","120.00","120.00","","319298"
"1247894","INS24","2024-02-23","2024-03-14","ALUM","120.00","120.00","","319299"
"1247937","INS24","2024-02-23","2024-02-27","ALUM","123.00","123.00","","319300"
"1247980","INS24","2024-02-23","2024-03-24","ALUM","120.00","120.00","","319301"
"1248028","INS24","2024-02-23","2024-03-01","ALUM","120.00","120.00","","319302"
"1248035","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319303"
"1248059","INS24","2024-02-23","2024-03-21","SR","118.00","118.00","","319304"
"1248065","INS24","2024-02-23","2024-03-21","ALUM","123.00","123.00","","319305"
"1248088","INS24","2024-02-23","2024-02-27","ALUM","141.00","141.00","","319306"
"1248095","INS24","2024-02-23","2024-02-28","ALUM","138.00","138.00","","319307"
"1248118","INS24","2024-02-23","2024-02-25","ALUM","139.00","139.00","","319308"
"1248122","INS24","2024-02-23","2024-02-26","ALUM","121.00","121.00","","319309"
"1248140","INS24","2024-02-23","2024-02-28","ALUM","121.00","121.00","","319310"
"1248481","INS24","2024-02-23","2024-03-03","ALUM","120.00","120.00","","319311"
"1248650","INS24","2024-02-23","2024-03-01","ALUM","120.00","120.00","","319312"
"1249030","INS24","2024-02-23","2024-03-27","ALUM","120.00","120.00","","319313"
"1249290","INS24","2024-02-23","2024-02-29","ALUM","120.00","120.00","","319314"
"1249450","INS24","2024-02-23","2024-02-28","ALUM","123.00","123.00","","319315"
"1249453","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319316"
"1249463","INS24","2024-02-23","2024-03-03","ALUM","123.00","123.00","","319317"
"1249492","INS24","2024-02-23","2024-04-09","SR","111.00","111.00","","319318"
"1249497","INS24","2024-02-23","2024-02-27","ALUM","123.00","123.00","","319319"
"1249517","INS24","2024-02-23","","JR","60.00","60.00","","319320"
"1250688","INS24","2024-02-23","2024-03-01","ALUM","120.00","120.00","","319321"
"1250691","INS24","2024-02-23","2024-03-03","ALUM","127.00","127.00","","319322"
"1250736","INS24","2024-02-23","2024-03-06","ALUM","120.00","120.00","","319323"
"1250914","INS24","2024-02-23","2024-03-03","ALUM","120.00","120.00","","319324"
"1250961","INS24","2024-02-23","2024-03-01","ALUM","139.00","139.00","","319325"
"1251135","INS24","2024-02-23","2024-10-23","ALUM","120.00","120.00","","319326"
"1251143","INS24","2024-02-23","2024-03-06","ALUM","122.00","122.00","","319327"
"1251200","INS24","2024-02-23","2024-04-04","ALUM","120.00","120.00","","319328"
"1251300","INS24","2024-02-23","2024-03-03","ALUM","120.00","120.00","","319329"
"1251328","INS24","2024-02-23","2024-03-21","ALUM","121.00","121.00","","319330"
"1251360","INS24","2024-02-23","2024-02-25","ALUM","121.00","121.00","","319331"
"1251434","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319332"
"1251449","INS24","2024-02-23","2024-03-06","ALUM","123.00","123.00","","319333"
"1251461","INS24","2024-02-23","2024-02-26","ALUM","126.00","126.00","","319334"
"1251505","INS24","2024-02-23","2024-03-06","ALUM","126.00","126.00","","319335"
"1251513","INS24","2024-02-23","2024-03-03","ALUM","126.00","126.00","","319336"
"1251514","INS24","2024-02-23","2024-03-06","ALUM","137.00","137.00","","319337"
"1251522","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319338"
"1251568","INS24","2024-02-23","2024-02-26","ALUM","123.00","123.00","","319339"
"1251605","INS24","2024-02-23","2024-04-01","SR","115.00","115.00","","319340"
"1251629","INS24","2024-02-23","2024-02-26","ALUM","165.00","165.00","","319341"
"1251644","INS24","2024-02-23","2024-03-05","ALUM","120.00","120.00","","319342"
"1251666","INS24","2024-02-23","2024-02-27","ALUM","126.00","126.00","","319343"
"1251696","INS24","2024-02-23","2024-03-03","ALUM","127.00","127.00","","319344"
"1251749","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319345"
"1251751","INS24","2024-02-23","2024-02-29","SR","123.00","111.00","GPMG.BS","319346"
"1251806","INS24","2024-02-23","2024-02-29","ALUM","123.00","123.00","","319347"
"1251825","INS24","2024-02-23","2024-03-01","ALUM","125.00","125.00","","319348"
"1251856","INS24","2024-02-23","2024-02-28","ALUM","127.00","127.00","","319349"
"1251937","INS24","2024-02-23","2024-03-20","SR","97.00","97.00","","319350"
"1251938","INS24","2024-02-23","2024-02-29","ALUM","122.00","122.00","","319351"
"1251955","INS24","2024-02-23","2024-04-01","ALUM","124.00","124.00","","319352"
"1251958","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319353"
"1251962","INS24","2024-02-23","2024-02-25","ALUM","120.00","120.00","","319354"
"1251966","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319355"
"1251969","INS24","2024-02-23","2024-10-23","ALUM","122.00","122.00","","319356"
"1251971","INS24","2024-02-23","2024-03-25","ALUM","145.00","145.00","","319357"
"1251997","INS24","2024-02-23","2024-04-01","SR","117.00","117.00","","319358"
"1252002","INS24","2024-02-23","2024-03-01","ALUM","122.00","122.00","","319359"
"1252004","INS24","2024-02-23","2024-03-03","ALUM","120.00","120.00","","319360"
"1252056","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319361"
"1252092","INS24","2024-02-23","2024-03-01","ALUM","120.00","120.00","","319362"
"1252106","INS24","2024-02-23","2024-02-29","ALUM","131.00","131.00","","319363"
"1252125","INS24","2024-02-23","2024-02-29","SR","112.00","112.00","","319364"
"1252183","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319365"
"1252247","INS24","2024-02-23","","SO","42.00","42.00","","319366"
"1252262","INS24","2024-02-23","2024-02-26","SR","123.00","109.00","SOWK.BSW","319367"
"1252266","INS24","2024-02-23","2024-02-28","ALUM","120.00","120.00","","319368"
"1252269","INS24","2024-02-23","2024-04-03","ALUM","120.00","120.00","","319369"
"1252311","INS24","2024-02-23","2024-02-26","ALUM","120.00","120.00","","319370"
"1252337","INS24","2024-02-23","2024-03-01","ALUM","126.00","126.00","","319371"
"1252347","INS24","2024-02-23","2024-09-01","SR","117.00","117.00","","319372"
"1252364","INS24","2024-02-23","2024-03-06","ALUM","123.00","123.00","","319373"
"1252368","INS24","2024-02-23","2024-03-06","ALUM","120.00","120.00","","319374"
"1252377","INS24","2024-02-23","2024-03-03","ALUM","122.00","122.00","","319375"
"1252392","INS24","2024-02-23","2024-02-28","ALUM","123.00","123.00","","319376"
"1252406","INS24","2024-02-23","2024-08-15","SR","120.00","114.00","BUSI.BSBA","319377"
"1252417","INS24","2024-02-23","2024-02-26","ALUM","149.00","149.00","","319378"
"1252418","INS24","2024-02-23","2024-03-06","ALUM","121.00","121.00","","319379"
"1252424","INS24","2024-02-23","2024-02-29","ALUM","124.00","124.00","","319380"
"1252444","INS24","2024-02-23","2024-03-07","ALUM","123.00","123.00","","319381"
"1252459","INS24","2024-02-23","2024-03-01","SR","95.00","95.00","","319382"
"1252466","INS24","2024-02-23","","SO","51.00","51.00","","319383"
"1252470","INS24","2024-02-23","2024-03-01","ALUM","120.00","120.00","","319384"
"1252472","INS24","2024-02-23","2024-07-25","JR","91.00","91.00","","319385"
"1252473","INS24","2024-02-23","2024-03-23","SR","117.00","117.00","","319386"
