"Str Student","Restriction","Start Date","End Date","Class","Credits - Current Registered Credits + Completed Credits","Credits - Completed Credits Undergrad ONLY","Active Programs","Student Restrictions Id"
"1257376","INS23","2022-10-06","2022-11-02","SR","96.00","96.00","","289041"
"1254718","INS23","2022-10-06","2022-10-31","ALUM","121.00","121.00","","289042"
"1253144","INS23","2022-10-06","2022-10-19","ALUM","120.00","120.00","","289043"
"1252258","INS23","2022-10-06","2022-10-20","SO","57.00","57.00","","289044"
"1256453","INS23","2022-10-06","2022-10-26","ALUM","120.00","120.00","","289045"
"1254540","INS23","2022-10-06","2022-10-11","ALUM","120.00","120.00","","289046"
"1254772","INS23","2022-10-06","2022-12-14","FY","6.00","6.00","","289047"
"1252311","INS23","2022-10-06","2022-10-12","ALUM","120.00","120.00","","289048"
"1255852","INS23","2022-10-06","2022-11-02","ALUM","120.00","120.00","","289049"
"1255622","INS23","2022-10-06","2022-10-26","ALUM","123.00","123.00","","289050"
"1253659","INS23","2022-10-06","2022-10-12","ALUM","120.00","120.00","","289051"
"1252377","INS23","2022-10-06","2022-10-12","ALUM","122.00","122.00","","289052"
"1133109","INS23","2022-10-06","2022-11-03","FY","31.00","31.00","","289053"
"1251688","INS23","2022-10-06","2022-10-19","SO","60.00","60.00","","289054"
"1249998","INS23","2022-10-06","","SO","42.00","42.00","","289055"
"1240835","INS23","2022-10-06","2022-11-02","SO","51.00","51.00","","289056"
"1240565","INS23","2022-10-06","2023-01-10","SO","33.00","33.00","","289057"
"1252572","INS23","2022-10-06","2022-10-20","SR","128.00","110.00","FILM.BFA","289058"
"1253045","INS23","2022-10-06","2022-10-25","ALUM","120.00","120.00","","289059"
"1220231","INS23","2022-10-06","2022-11-09","ALUM","120.00","120.00","","289060"
"1254168","INS23","2022-10-06","2022-10-14","ALUM","120.00","120.00","","289061"
"1257109","INS23","2022-10-06","2022-10-17","SR","156.00","141.00","ACCT.CED.BS","289062"
"1249364","INS23","2022-10-06","2022-10-07","SO","39.00","39.00","","289063"
"1253917","INS23","2022-10-06","2022-11-03","SO","45.00","45.00","","289064"
"1254430","INS23","2022-10-06","","FY","36.00","36.00","","289065"
"1232702","INS23","2022-10-06","","SO","33.00","33.00","","289066"
"1255735","INS23","2022-10-06","2022-10-31","ALUM","120.00","120.00","","289067"
"1252514","INS23","2022-10-06","2022-10-30","ALUM","120.00","120.00","","289068"
"1254307","INS23","2022-10-06","2022-10-30","JR","60.00","60.00","","289069"
"1257926","INS23","2022-10-06","2022-10-14","ALUM","129.00","126.00","ODHR.CED.MS, HR.MGMT.CED.CERT","289070"
"1253624","INS23","2022-10-06","2022-11-03","JR","69.00","69.00","","289071"
"1184724","INS23","2022-10-06","2022-10-23","SR","117.00","112.00","CREM.BFA","289072"
"1255751","INS23","2022-10-06","2023-03-12","ALUM","126.00","126.00","","289073"
"1253982","INS23","2022-10-06","2022-10-12","JR","117.00","99.00","LAW.BA","289074"
"0239454","INS21","2021-04-08","","JR","81.00","81.00","","264684"
"0779990","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264685"
"0885942","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264686"
"0923622","INS21","2021-04-08","2021-04-08","ALUM","153.00","153.00","","264687"
"1023342","INS21","2021-04-08","","SO","51.00","51.00","","264688"
"1033140","INS21","2021-04-08","2021-04-08","ALUM","132.00","132.00","","264689"
"1037630","INS21","2021-04-08","2021-04-11","SR","102.00","102.00","","264690"
"1038301","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264691"
"1055385","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264692"
"1064558","INS21","2021-04-08","2021-04-08","ALUM","125.00","125.00","","264693"
"1066048","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264694"
"1067860","INS21","2021-04-08","2021-04-11","ALUM","127.00","127.00","","264695"
"1084146","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264696"
"1089950","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264697"
"1092347","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264698"
"1093579","INS21","2021-04-08","2021-04-22","ALUM","132.00","132.00","","264699"
"1097197","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264700"
"1103731","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264701"
"1106618","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264702"
"1107317","INS21","2021-04-08","2022-03-31","SR","114.00","114.00","","264703"
"1108271","INS21","2021-04-08","2021-04-21","JR","79.00","79.00","","264704"
"1110171","INS21","2021-04-08","2021-08-24","ALUM","132.00","132.00","","264705"
"1110172","INS21","2021-04-08","2021-08-18","SO","54.00","54.00","","264706"
"1110202","INS21","2021-04-08","2021-04-13","ALUM","132.00","132.00","","264707"
"1110291","INS21","2021-04-08","2021-04-12","JR","100.00","100.00","","264708"
"1113894","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","264709"
"1115337","INS21","2021-04-08","2021-04-11","ALUM","132.00","132.00","","264710"
"1115411","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264711"
"1118982","INS21","2021-04-08","","JR","75.00","75.00","","264712"
"1119276","INS21","2021-04-08","","SO","57.00","57.00","","264713"
"1119343","INS21","2021-04-08","2021-04-25","SR","111.00","111.00","","264714"
"1122006","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264715"
"1122157","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264716"
"1122824","INS21","2021-04-08","2021-04-08","SR","129.00","129.00","GMDV.CED.BS","264717"
"1127180","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264718"
"1127382","INS21","2021-04-08","2021-04-08","ALUM","127.00","127.00","","264719"
"1129196","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264720"
"1129337","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","264721"
"1130229","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264722"
"1130260","INS21","2021-04-08","2021-04-26","ALUM","121.00","121.00","","264723"
"1130426","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264724"
"1130582","INS21","2021-04-08","2021-04-11","ALUM","123.00","123.00","","264725"
"1132965","INS21","2021-04-08","2021-08-25","ALUM","123.00","123.00","","264726"
"1133276","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264727"
"1133309","INS21","2021-04-08","2021-07-22","ALUM","120.00","120.00","","264728"
"1133822","INS21","2021-04-08","2021-04-09","ALUM","123.00","123.00","","264729"
"1136364","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264730"
"1142983","INS21","2021-04-08","2021-05-13","SO","51.00","51.00","","264731"
"1144081","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","264732"
"1144752","INS21","2021-04-08","","SR","96.00","96.00","","264733"
"1148253","INS21","2021-04-08","2021-04-12","ALUM","121.00","121.00","","264734"
"1149387","INS21","2021-04-08","2021-04-12","ALUM","121.00","121.00","","264735"
"1151092","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264736"
"1151265","INS21","2021-04-08","2021-08-23","SO","40.00","40.00","","264737"
"1151468","INS21","2021-04-08","2021-04-22","SR","118.00","118.00","","264738"
"1151500","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264739"
"1151882","INS21","2021-04-08","","JR","86.00","86.00","","264740"
"1152187","INS21","2021-04-08","2021-04-15","ALUM","132.00","132.00","","264741"
"1152359","INS21","2021-04-08","2021-04-22","ALUM","126.00","126.00","","264742"
"1152419","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264743"
"1152682","INS21","2021-04-08","2021-04-20","ALUM","130.00","130.00","","264744"
"1152684","INS21","2021-04-08","2021-04-11","ALUM","121.00","121.00","","264745"
"1153433","INS21","2021-04-08","2021-04-12","ALUM","129.00","129.00","","264746"
"1153982","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","264747"
"1154565","INS21","2021-04-08","2021-04-11","ALUM","123.00","123.00","","264748"
"1156304","INS21","2021-04-08","2021-04-25","SR","113.00","113.00","","264749"
"1159481","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264750"
"1159809","INS21","2021-04-08","2021-04-11","ALUM","123.00","123.00","","264751"
"1159819","INS21","2021-04-08","2021-04-25","ALUM","124.00","124.00","","264752"
"1160007","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","264753"
"1160202","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264754"
"1160207","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","264755"
"1160323","INS21","2021-04-08","2021-04-08","ALUM","126.00","126.00","","264756"
"1160529","INS21","2021-04-08","2021-04-12","SR","117.00","117.00","","264757"
"1161011","INS21","2021-04-08","2021-08-25","ALUM","120.00","120.00","","264758"
"1162547","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264759"
"1162548","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264760"
"1162576","INS21","2021-04-08","2021-05-23","SR","111.00","111.00","","264761"
"1162578","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264762"
"1165343","INS21","2021-04-08","2021-04-11","ALUM","122.00","122.00","","264763"
"1165978","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264764"
"1166229","INS21","2021-04-08","2021-04-08","ALUM","127.00","127.00","","264765"
"1166456","INS21","2021-04-08","2021-04-22","ALUM","144.00","144.00","","264766"
"1167708","INS21","2021-04-08","2021-04-21","ALUM","123.00","123.00","","264767"
"1168050","INS21","2021-04-08","2021-04-11","ALUM","128.00","128.00","","264768"
"1168121","INS21","2021-04-08","2021-04-18","ALUM","120.00","120.00","","264769"
"1168146","INS21","2021-04-08","2021-04-25","ALUM","120.00","120.00","","264770"
"1168166","INS21","2021-04-08","2021-04-11","JR","88.00","88.00","","264771"
"1168471","INS21","2021-04-08","2021-04-08","ALUM","130.00","130.00","","264772"
"1168543","INS21","2021-04-08","2021-04-11","ALUM","121.00","121.00","","264773"
"1168966","INS21","2021-04-08","2021-04-08","SR","116.00","116.00","","264774"
"1168986","INS21","2021-04-08","2021-04-11","ALUM","152.00","152.00","","264775"
"1169389","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264776"
"1169673","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264777"
"1169675","INS21","2021-04-08","","SO","42.00","42.00","","264778"
"1170700","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264779"
"1171636","INS21","2021-04-08","2021-07-28","ALUM","123.00","123.00","","264780"
"1171913","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264781"
"1171927","INS21","2021-04-08","2021-04-11","ALUM","122.00","122.00","","264782"
"1171985","INS21","2021-04-08","2021-04-25","JR","82.00","82.00","","264783"
"1172572","INS21","2021-04-08","2021-04-12","ALUM","126.00","126.00","","264784"
"1172725","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","264785"
"1174080","INS21","2021-04-08","2021-04-08","ALUM","126.00","126.00","","264786"
"1175633","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264787"
"1176147","INS21","2021-04-08","2021-04-11","ALUM","132.00","132.00","","264788"
"1178188","INS21","2021-04-08","2021-04-27","ALUM","120.00","120.00","","264789"
"1184909","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264790"
"1186660","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264791"
"1186824","INS21","2021-04-08","2021-04-08","JR","73.00","73.00","","264792"
"1187243","INS21","2021-04-08","2021-04-09","ALUM","120.00","120.00","","264793"
"1187748","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264794"
"1187826","INS21","2021-04-08","2021-04-11","ALUM","123.00","123.00","","264795"
"1187827","INS21","2021-04-08","2021-04-22","ALUM","123.00","123.00","","264796"
"1188140","INS21","2021-04-08","2021-04-26","ALUM","120.00","120.00","","264797"
"1188210","INS21","2021-04-08","2021-04-20","SR","111.00","111.00","","264798"
"1190024","INS21","2021-04-08","2021-04-08","ALUM","126.00","126.00","","264799"
"1190119","INS21","2021-04-08","2021-04-25","ALUM","121.00","121.00","","264800"
"1190254","INS21","2021-04-08","2021-04-08","FY","27.00","27.00","","264801"
"1190514","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264802"
"1190571","INS21","2021-04-08","2021-05-23","ALUM","121.00","121.00","","264803"
"1190745","INS21","2021-04-08","2021-04-11","ALUM","127.00","127.00","","264804"
"1191119","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","264805"
"1191618","INS21","2021-04-08","2021-04-12","ALUM","129.00","129.00","","264806"
"1193762","INS21","2021-04-08","2021-04-11","ALUM","121.00","121.00","","264807"
"1195454","INS21","2021-04-08","2021-04-08","ALUM","126.00","126.00","","264808"
"1195455","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264809"
"1196109","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264810"
"1197046","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","264811"
"1197050","INS21","2021-04-08","2021-05-23","ALUM","121.00","121.00","","264812"
"1197255","INS21","2021-04-08","","JR","60.00","60.00","","264813"
"1197487","INS21","2021-04-08","2021-04-13","ALUM","121.00","121.00","","264814"
"1197548","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264815"
"1197890","INS21","2021-04-08","2021-04-22","JR","74.00","74.00","","264816"
"1198640","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264817"
"1198724","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264818"
"1200049","INS21","2021-04-08","","FY","0.00","0.00","","264819"
"1200051","INS21","2021-04-08","2021-04-13","ALUM","122.00","122.00","","264820"
"1200189","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264821"
"1200227","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264822"
"1200345","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264823"
"1200358","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264824"
"1200744","INS21","2021-04-08","2021-04-12","ALUM","124.00","124.00","","264825"
"1201266","INS21","2021-04-08","2021-04-20","SR","108.00","108.00","","264826"
"1201305","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264827"
"1201728","INS21","2021-04-08","","SO","46.00","46.00","","264828"
"1201848","INS21","2021-04-08","2021-04-15","ALUM","122.00","122.00","","264829"
"1201858","INS21","2021-04-08","2021-04-08","ALUM","141.00","141.00","","264830"
"1202061","INS21","2021-04-08","2021-04-11","ALUM","123.00","123.00","","264831"
"1202067","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264832"
"1202107","INS21","2021-04-08","2021-04-08","ALUM","129.00","129.00","","264833"
"1202171","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","264834"
"1202173","INS21","2021-04-08","2021-08-29","ALUM","120.00","120.00","","264835"
"1202184","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264836"
"1202780","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264837"
"1204652","INS21","2021-04-08","2021-04-08","ALUM","124.00","124.00","","264838"
"1205307","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264839"
"1206113","INS21","2021-04-08","2021-04-14","ALUM","123.00","123.00","","264840"
"1206249","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264841"
"1206791","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264842"
"1206813","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264843"
"1206820","INS21","2021-04-08","2021-04-25","ALUM","120.00","120.00","","264844"
"1207371","INS21","2021-04-08","2021-04-11","ALUM","129.00","129.00","","264845"
"1207406","INS21","2021-04-08","2021-04-11","ALUM","134.00","134.00","","264846"
"1207841","INS21","2021-04-08","2021-08-15","JR","65.00","65.00","","264847"
"1208522","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264848"
"1208525","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","264849"
"1208613","INS21","2021-04-08","2021-04-11","ALUM","124.00","124.00","","264850"
"1208734","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264851"
"1208772","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264852"
"1209093","INS21","2021-04-08","2021-04-08","ALUM","133.00","133.00","","264853"
"1210425","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264854"
"1211108","INS21","2021-04-08","2021-08-19","ALUM","120.00","120.00","","264855"
"1211223","INS21","2021-04-08","2021-04-29","ALUM","120.00","120.00","","264856"
"1211237","INS21","2021-04-08","2021-04-26","ALUM","124.00","124.00","","264857"
"1212191","INS21","2021-04-08","2021-04-09","ALUM","123.00","123.00","","264858"
"1212261","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264859"
"1212634","INS21","2021-04-08","2021-04-18","ALUM","120.00","120.00","","264860"
"1213382","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264861"
"1214379","INS21","2021-04-08","2021-04-08","ALUM, ALGR","120.00","120.00","","264862"
"1214408","INS21","2021-04-08","2021-04-25","SR","108.00","108.00","","264863"
"1214674","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264864"
"1214767","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264865"
"1214949","INS21","2021-04-08","2021-07-22","ALUM","121.00","121.00","","264866"
"1215617","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264867"
"1215872","INS21","2021-04-08","2021-04-11","ALUM","121.00","121.00","","264868"
"1215874","INS21","2021-04-08","2021-04-12","SR","111.00","111.00","","264869"
"1215924","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264870"
"1215928","INS21","2021-04-08","2021-04-08","ALUM","132.00","132.00","","264871"
"1216185","INS21","2021-04-08","2021-04-11","ALUM","141.00","141.00","","264872"
"1216188","INS21","2021-04-08","2021-04-15","ALUM","126.00","126.00","","264873"
"1216382","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264874"
"1216388","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264875"
"1216617","INS21","2021-04-08","2021-08-26","JR","71.00","71.00","","264876"
"1217056","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264877"
"1217064","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264878"
"1217067","INS21","2021-04-08","2021-08-19","JR","82.00","82.00","","264879"
"1217293","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264880"
"1217300","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264881"
"1217307","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264882"
"1217454","INS21","2021-04-08","2021-04-28","ALUM","133.00","133.00","","264883"
"1218647","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264884"
"1218681","INS21","2021-04-08","2021-04-28","SO","42.00","42.00","","264885"
"1218748","INS21","2021-04-08","2021-04-09","ALUM","121.00","121.00","","264886"
"1219889","INS21","2021-04-08","2021-04-19","ALUM","120.00","120.00","","264887"
"1219984","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264888"
"1220025","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264889"
"1220069","INS21","2021-04-08","2021-04-12","ALUM","121.00","121.00","","264890"
"1220364","INS21","2021-04-08","2021-04-11","ALUM","126.00","126.00","","264891"
"1220402","INS21","2021-04-08","2021-05-12","JR","60.00","60.00","","264892"
"1220442","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264893"
"1221098","INS21","2021-04-08","2021-07-28","ALUM","120.00","120.00","","264894"
"1221151","INS21","2021-04-08","2021-06-01","SO","64.00","64.00","","264895"
"1221356","INS21","2021-04-08","2021-04-26","ALUM","120.00","120.00","","264896"
"1221420","INS21","2021-04-08","2021-04-11","ALUM","120.00","120.00","","264897"
"1226879","INS21","2021-04-08","2021-04-09","ALUM","122.00","122.00","","264898"
"1227123","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264899"
"1227246","INS21","2021-04-08","","FY","27.00","27.00","","264900"
"1227296","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","264901"
"1227696","INS21","2021-04-08","2021-04-22","SR","114.00","103.00","ASUS.BS","264902"
"1229311","INS21","2021-04-08","2021-04-12","ALUM","123.00","123.00","","264903"
"1229521","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264904"
"1229696","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","264905"
"1229707","INS21","2021-04-08","2021-08-26","JR","82.00","82.00","","264906"
"1230646","INS21","2021-04-08","2021-04-20","ALUM","123.00","123.00","","264907"
"1231239","INS21","2021-04-08","2021-04-12","ALUM","123.00","123.00","","264908"
"1231246","INS21","2021-04-08","2021-04-08","ALUM","121.00","121.00","","264909"
"1231570","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264910"
"1231702","INS21","2021-04-08","","SO","42.00","42.00","","264911"
"1232029","INS21","2021-04-08","2021-06-09","JR","70.00","70.00","","264912"
"1232667","INS21","2021-04-08","2021-04-15","JR","72.00","72.00","","264913"
"1232695","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264914"
"1232731","INS21","2021-04-08","2021-04-08","ALUM","138.00","138.00","","264915"
"1232817","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264916"
"1233117","INS21","2021-04-08","2021-04-14","SR","92.00","92.00","","264917"
"1233275","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","264918"
"1233374","INS21","2021-04-08","2021-08-15","JR","79.00","79.00","","264919"
"1233419","INS21","2021-04-08","2021-04-13","ALUM","124.00","124.00","","264920"
"1233476","INS21","2021-04-08","2021-04-08","ALUM","144.00","144.00","","264921"
"1233588","INS21","2021-04-08","2021-04-08","ALUM","141.00","141.00","","264922"
"1233625","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","264923"
"1233633","INS21","2021-04-08","2021-04-08","ALUM","152.00","152.00","","264924"
"1233640","INS21","2021-04-08","2021-04-18","ALUM","120.00","120.00","","264925"
"1233668","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264926"
"1233707","INS21","2021-04-08","","JR","63.00","63.00","","264927"
"1233785","INS21","2021-04-08","2021-04-19","SO","38.00","38.00","","264928"
"1233789","INS21","2021-04-08","2021-04-11","ALUM","126.00","126.00","","264929"
"1233799","INS21","2021-04-08","2021-04-08","ALUM","123.00","123.00","","264930"
"1233805","INS21","2021-04-08","2021-04-12","ALUM","123.00","123.00","","264931"
"1233806","INS21","2021-04-08","2021-04-12","ALUM","123.00","123.00","","264932"
"1233815","INS21","2021-04-08","2021-08-26","SR","113.00","113.00","","264933"
"1233847","INS21","2021-04-08","2021-05-01","ALUM","123.00","123.00","","264934"
"1233851","INS21","2021-04-08","2021-04-19","ALUM","121.00","121.00","","264935"
"1233860","INS21","2021-04-08","2021-04-12","ALUM","123.00","123.00","","264936"
"1233866","INS21","2021-04-08","2021-04-09","ALUM","122.00","122.00","","264937"
"1233871","INS21","2021-04-08","2023-04-04","ALUM","120.00","120.00","","264938"
"1233986","INS21","2021-04-08","2021-04-21","JR","67.00","67.00","","264939"
"1234011","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264940"
"1234013","INS21","2021-04-08","2021-04-08","ALUM","135.00","135.00","","264941"
"1234014","INS21","2021-04-08","2021-04-09","ALUM","120.00","120.00","","264942"
"1234044","INS21","2021-04-08","","SO","58.00","58.00","","264943"
"1234056","INS21","2021-04-08","2021-04-19","JR","64.00","64.00","","264944"
"1234074","INS21","2021-04-08","2021-04-22","SO","68.00","68.00","","264945"
"1234096","INS21","2021-04-08","2021-04-11","SR","123.00","123.00","","264946"
"1234098","INS21","2021-04-08","2021-04-12","ALUM","125.00","125.00","","264947"
"1234118","INS21","2021-04-08","2021-04-15","SR","118.00","118.00","","264948"
"1234121","INS21","2021-04-08","2021-04-09","JR","70.00","70.00","","264949"
"1234122","INS21","2021-04-08","2021-04-21","ALUM","120.00","120.00","","264950"
"1234194","INS21","2021-04-08","2021-04-19","ALUM","120.00","120.00","","264951"
"1234212","INS21","2021-04-08","2021-04-08","ALUM","120.00","120.00","","264952"
"1234291","INS21","2021-04-08","2021-04-13","ALUM","123.00","123.00","","264953"
"1234305","INS21","2021-04-08","2024-03-20","SO","42.00","42.00","","264954"
"1234441","INS21","2021-04-08","2021-04-08","ALUM","170.00","170.00","","264955"
"1234458","INS21","2021-04-08","2021-04-22","ALUM","123.00","123.00","","264956"
"1234557","INS21","2021-04-08","2021-04-19","ALUM","120.00","120.00","","264957"
"1234559","INS21","2021-04-08","2021-08-10","ALUM","120.00","120.00","","264958"
"1234562","INS21","2021-04-08","2021-04-15","ALUM","120.00","120.00","","264959"
"1234581","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264960"
"1234709","INS21","2021-04-08","2021-04-20","ALUM","129.00","129.00","","264961"
"1234730","INS21","2021-04-08","2021-04-13","JR","68.00","68.00","","264962"
"1234735","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","264963"
"1234809","INS21","2021-04-08","2021-04-11","ALUM","127.00","127.00","","264964"
"1234824","INS21","2021-04-08","2021-04-15","ALUM","132.00","132.00","","264965"
"1235025","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","264966"
"1235046","INS21","2021-04-08","2021-04-13","ALUM","130.00","130.00","","264967"
"1235047","INS21","2021-04-08","2021-04-22","ALUM","120.00","120.00","","264968"
"1235152","INS21","2021-04-08","2021-04-28","ALUM","120.00","120.00","","264969"
"1235211","INS21","2021-04-08","2021-08-23","JR","94.00","94.00","","264970"
"1235235","INS21","2021-04-08","2021-04-11","ALUM","124.00","124.00","","264971"
"1235286","INS21","2021-04-08","2021-04-15","SR","110.00","110.00","","264972"
"1235299","INS21","2021-04-08","2021-04-22","ALUM","126.00","126.00","","264973"
"1235331","INS21","2021-04-08","2021-04-13","ALUM","120.00","120.00","","264974"
"1235340","INS21","2021-04-08","","SO","44.00","44.00","","264975"
"1235355","INS21","2021-04-08","2021-04-18","ALUM","126.00","126.00","","264976"
"1235356","INS21","2021-04-08","2021-04-11","ALUM","139.00","139.00","","264977"
"1235373","INS21","2021-04-08","2021-04-20","ALUM","120.00","120.00","","264978"
"1235479","INS21","2021-04-08","2021-08-25","ALUM","120.00","120.00","","264979"
"1235515","INS21","2021-04-08","2021-04-08","ALUM","131.00","131.00","","264980"
"1235569","INS21","2021-04-08","2021-04-20","ALUM","122.00","122.00","","264981"
"1235593","INS21","2021-04-08","2021-04-20","ALUM","123.00","123.00","","264982"
"1235604","INS21","2021-04-08","2021-07-28","FY","12.00","12.00","","264983"
"1235636","INS21","2021-04-08","","SO","42.00","42.00","","264984"
"1235683","INS21","2021-04-08","2021-04-21","ALUM","129.00","129.00","","264985"
"1235747","INS21","2021-04-08","2021-05-16","SO","45.00","45.00","","264986"
"1235763","INS21","2021-04-08","2021-04-11","ALUM","121.00","121.00","","264987"
"1235790","INS21","2021-04-08","","FY","16.00","16.00","","264988"
"1235804","INS21","2021-04-08","2021-04-12","ALUM","120.00","120.00","","264989"
"1235838","INS21","2021-04-08","2021-04-20","ALUM","145.00","145.00","","264990"
"1235843","INS21","2021-04-08","2021-04-15","SR","117.00","117.00","","264991"
"1235847","INS21","2021-04-08","2021-04-15","ALUM","122.00","122.00","","264992"
"1235848","INS21","2021-04-08","2021-04-14","ALUM","120.00","120.00","","264993"
